"sample_id","Effect","Compound","Dose","SampleType","Well","Arachidonic Acid","2'-deoxycytidine","Thymidine","Thymidine.D4","Lactate","Citrulline-D4","Lactate.D3"
"Phenylphenol_100_cells_f11","Non","Phenylphenol",100,"cells","f11",390981.0625,1875.01806640625,10133.5849609375,57119.92578125,60061.30078125,26169.50390625,9626.646484375
"Phenylphenol_0.3_cells_f6","Non","Phenylphenol",0.3,"cells","f6",316916.40625,4940.10791015625,12680.3447265625,49549.11328125,13677.283203125,24504.6015625,9762.2705078125
"Phenylphenol_10_media_h9","Non","Phenylphenol",10,"media","h9",319381.75,749.68994140625,3225.3876953125,52746.9765625,13815.4560546875,25390.7734375,9628.548828125
"Phenylphenol_10_cells_e9","Non","Phenylphenol",10,"cells","e9",332824.6875,4414.66455078125,15706.251953125,57914.59375,13324.0478515625,24582.16796875,9083.0068359375
"Phenylphenol_100_cells_g11","Non","Phenylphenol",100,"cells","g11",374145.21875,2383.08911132812,10253.072265625,58515.453125,53970.26953125,25672.525390625,9063.8974609375
"Phenylphenol_100_cells_e11","Non","Phenylphenol",100,"cells","e11",371457.25,2488.63305664062,8352.9990234375,44219.18359375,73004.75,25968.4921875,10598.2177734375
"Phenylphenol_0.03_cells_e4","Non","Phenylphenol",0.03,"cells","e4",362431.3125,5214.15478515625,17157.3671875,55495.66796875,14661.1796875,25121.8671875,11033.36328125
"Phenylphenol_0.03_media_h4","Non","Phenylphenol",0.03,"media","h4",273149.03125,677.974975585938,3363.61889648438,45562.96484375,27411.236328125,25450.478515625,11880.0009765625
"Phenylphenol_0.1_cells_e5","Non","Phenylphenol",0.1,"cells","e5",351786.90625,4667.17822265625,15388.849609375,54812.30859375,12842.0234375,27368.779296875,10605.255859375
"Phenylphenol_10_cells_g9","Non","Phenylphenol",10,"cells","g9",292700.46875,4334.8154296875,13710.5712890625,54602.6328125,14178.56640625,24308.197265625,9118.529296875
"Phenylphenol_0.3_cells_e6","Non","Phenylphenol",0.3,"cells","e6",359281.1875,4635.7685546875,18425.646484375,66221.6640625,14386.40625,26463.455078125,9491.2626953125
"Phenylphenol_30_cells_f10","Non","Phenylphenol",30,"cells","f10",309999.625,5160.7509765625,12486.0771484375,45656.50390625,14286.873046875,24131.9375,9289.21875
"Phenylphenol_0.03_cells_f4","Non","Phenylphenol",0.03,"cells","f4",330733.78125,4664.6337890625,13746.5302734375,50181.2890625,14072.8134765625,23986.85546875,10746.126953125
"Phenylphenol_1_cells_e7","Non","Phenylphenol",1,"cells","e7",340361.15625,4521.17822265625,17048.630859375,64791.72265625,14810.9697265625,24990.6875,10196.884765625
"Phenylphenol_30_media_h10","Non","Phenylphenol",30,"media","h10",296342.21875,756.287292480469,4387.736328125,46729.109375,19569.46875,25739.828125,11162.544921875
"Phenylphenol_30_cells_g10","Non","Phenylphenol",30,"cells","g10",275984.75,3672.83569335938,12475.58203125,47290.39453125,13783.3818359375,24965.037109375,10235.2685546875
"Phenylphenol_3_cells_f8","Non","Phenylphenol",3,"cells","f8",337830.40625,4032.01611328125,18547.80859375,66259.96875,13755.296875,26662.28125,10220.109375
"Phenylphenol_100_media_h11","Non","Phenylphenol",100,"media","h11",296675.5625,671.643188476562,3557.30590820312,51420.73046875,16102.7666015625,25625.884765625,9296.740234375
"Phenylphenol_0.03_cells_g4","Non","Phenylphenol",0.03,"cells","g4",340272.8125,5139.9375,17808.919921875,59103.484375,11540.9765625,27288.431640625,9928.98828125
"Phenylphenol_0.3_media_h6","Non","Phenylphenol",0.3,"media","h6",344485.65625,767.357360839844,3440.6318359375,70635.2890625,12829.7529296875,26531.603515625,10930.9658203125
"Phenylphenol_1_cells_f7","Non","Phenylphenol",1,"cells","f7",320701.21875,4134.8662109375,14168.4931640625,46685.734375,12673.3173828125,25004.96875,11121.7705078125
"Phenylphenol_0.1_cells_g5","Non","Phenylphenol",0.1,"cells","g5",342166.96875,5774.2626953125,14625.0634765625,58208.6328125,12875.123046875,24545.755859375,11646.4521484375
"Phenylphenol_0.1_media_h5","Non","Phenylphenol",0.1,"media","h5",334120.46875,951.219055175781,3356.482421875,59534.203125,12521.8876953125,26665.517578125,10971.923828125
"Phenylphenol_3_media_h8","Non","Phenylphenol",3,"media","h8",343505.1875,777.557678222656,3761.51171875,62103.48046875,12729.1865234375,25747.193359375,11907.2763671875
"Phenylphenol_1_media_h7","Non","Phenylphenol",1,"media","h7",325457.375,666.351623535156,3529.42016601562,57906.8984375,14767.4501953125,26018.919921875,11141.228515625
"Phenylphenol_3_cells_g8","Non","Phenylphenol",3,"cells","g8",313275.5,4166.390625,15706.5185546875,59897.47265625,11320.619140625,26744.203125,11008.5
"Phenylphenol_0.3_cells_g6","Non","Phenylphenol",0.3,"cells","g6",325129.5,5166.6171875,14120.1044921875,53434.25390625,13215.416015625,23865.826171875,10592.587890625
"Fluorouracil_0.03_cells_b4","Cardiotoxic","Fluorouracil",0.03,"cells","b4",274576.0625,5588.697265625,19456.666015625,91495.796875,14854.8046875,56309.85546875,9169.8349609375
"Fluorouracil_10_cells_b9","Cardiotoxic","Fluorouracil",10,"cells","b9",320240.65625,3706.00219726562,19560.587890625,95122.53125,16318.75,55451.6171875,10715.0654296875
"Fluorouracil_0.03_media_a4","Cardiotoxic","Fluorouracil",0.03,"media","a4",285265.09375,970.567504882812,5939.853515625,94224.4296875,15289.125,54473.28125,11326.50390625
"Fluorouracil_0.03_cells_c4","Cardiotoxic","Fluorouracil",0.03,"cells","c4",267713.59375,6141.09619140625,20686.70703125,89304.0546875,13683.734375,53662.62890625,8848.0166015625
"Fluorouracil_3_cells_c8","Cardiotoxic","Fluorouracil",3,"cells","c8",314273.78125,6258.19580078125,21455.359375,88697.3125,19923.626953125,57788.11328125,10456.7421875
"Fluorouracil_10_cells_c9","Cardiotoxic","Fluorouracil",10,"cells","c9",336099.6875,2548.63427734375,20327.796875,96994.140625,17934.630859375,59003.81640625,11065.115234375
"Fluorouracil_10_media_a9","Cardiotoxic","Fluorouracil",10,"media","a9",342503,893.844604492188,5518.7001953125,96999.578125,17471.47265625,57642.83203125,11572.740234375
"Fluorouracil_0.3_media_a6","Cardiotoxic","Fluorouracil",0.3,"media","a6",323721.5,803.451477050781,5371.408203125,90286.734375,16028.2919921875,59818.1015625,10308.3544921875
"Fluorouracil_0.1_media_a5","Cardiotoxic","Fluorouracil",0.1,"media","a5",304238.15625,938.652648925781,5501.55859375,93175.9765625,15132.6181640625,55439.7421875,9638.271484375
"Fluorouracil_0.03_cells_d4","Cardiotoxic","Fluorouracil",0.03,"cells","d4",279139.21875,6612.369140625,21076.70703125,94799.875,14638.12109375,53211.16796875,8960.3173828125
"Fluorouracil_1_cells_b7","Cardiotoxic","Fluorouracil",1,"cells","b7",322859.5625,6697.86181640625,18893.203125,96649.875,26369.166015625,58190.24609375,12024.7431640625
"Fluorouracil_1_cells_d7","Cardiotoxic","Fluorouracil",1,"cells","d7",283666.875,6661.30224609375,22505.4296875,94375.515625,16464.00390625,58598.87890625,9829.08203125
"Fluorouracil_3_cells_b8","Cardiotoxic","Fluorouracil",3,"cells","b8",306545,5382.66455078125,21194.025390625,95917.1015625,20921.90234375,56459.1484375,10105.3759765625
"Fluorouracil_3_cells_d8","Cardiotoxic","Fluorouracil",3,"cells","d8",309102.75,5171.2314453125,23431.119140625,94159.953125,16698.828125,57495.4453125,10941.5400390625
"Fluorouracil_1_media_a7","Cardiotoxic","Fluorouracil",1,"media","a7",338274.3125,856.205078125,5523.474609375,97951.3984375,16347.3837890625,63278.984375,11045.27734375
"Fluorouracil_30_cells_d10","Cardiotoxic","Fluorouracil",30,"cells","d10",361534,1953.01574707031,18545.56640625,91208.4609375,15160.26953125,59511.1171875,11225.37109375
"Fluorouracil_10_cells_d9","Cardiotoxic","Fluorouracil",10,"cells","d9",323860.6875,3463.27734375,20853.837890625,94522.703125,17137.2109375,61249.0859375,11296.9208984375
"Fluorouracil_30_cells_c10","Cardiotoxic","Fluorouracil",30,"cells","c10",360907.15625,2425.43359375,17722.8828125,93790.359375,17356.8671875,55765.078125,10570.267578125
"Fluorouracil_3_media_a8","Cardiotoxic","Fluorouracil",3,"media","a8",354093.6875,1009.87725830078,4951.76025390625,93188.5390625,19181.59375,60193.2890625,11829.71875
"Fluorouracil_0.3_cells_d6","Cardiotoxic","Fluorouracil",0.3,"cells","d6",286819,6962.4150390625,22476.248046875,92934.859375,15366.85546875,55532.796875,10355.2265625
"Fluorouracil_0.3_cells_c6","Cardiotoxic","Fluorouracil",0.3,"cells","c6",261132.390625,7479.05029296875,21493.31640625,92223.578125,16363.38671875,52904.18359375,10237.6826171875
"Fluorouracil_0.3_cells_b6","Cardiotoxic","Fluorouracil",0.3,"cells","b6",266329.09375,5578.17578125,20512.5078125,93851.8515625,17745.705078125,54461.95703125,10079.435546875
"Fluorouracil_0.1_cells_c5","Cardiotoxic","Fluorouracil",0.1,"cells","c5",272059.71875,6366.83740234375,22298.12890625,91051.0859375,16044.009765625,51189.12109375,8793.771484375
"Fluorouracil_1_cells_c7","Cardiotoxic","Fluorouracil",1,"cells","c7",273917.40625,6428.60791015625,21824.046875,95849.765625,20433.44140625,55594.55859375,10955.00390625
"Fluorouracil_100_media_a11","Cardiotoxic","Fluorouracil",100,"media","a11",327552.09375,934.176452636719,5061.96435546875,90311.8828125,17788.41015625,56140.06640625,10647.1474609375
"Fluorouracil_30_media_a10","Cardiotoxic","Fluorouracil",30,"media","a10",354849.5625,781.299682617188,5729.32275390625,97652.828125,17595.6484375,58912.14453125,11904.59765625
"Fluorouracil_100_cells_c11","Cardiotoxic","Fluorouracil",100,"cells","c11",344744.65625,1371.21862792969,20185.974609375,94490.078125,17274.048828125,61122.6328125,10330.1298828125
"Fluorouracil_0.1_cells_b5","Cardiotoxic","Fluorouracil",0.1,"cells","b5",257484.59375,5601.3681640625,19396.62890625,91908.1328125,19168.2265625,51219.16015625,8578.40234375
"Fluorouracil_100_cells_d11","Cardiotoxic","Fluorouracil",100,"cells","d11",370428.4375,1290.12707519531,20166.38671875,97846.28125,18138.421875,54976.32421875,10243.4228515625
"Acyclovir_3_media_a8","Non","Acyclovir",3,"media","a8",538105.4375,891.727966308594,11341.8232421875,80029.171875,16663.95703125,63519.76953125,12051.7958984375
"Acyclovir_1_cells_d7","Non","Acyclovir",1,"cells","d7",523694.0625,680.422241210938,26457.384765625,74136.3515625,19261.28125,60800.44921875,11913.0703125
"Acyclovir_10_cells_b9","Non","Acyclovir",10,"cells","b9",496608.5625,1195.45336914062,27588.099609375,76679.25,19618.37890625,61420.546875,11747.2138671875
"Acyclovir_10_media_a9","Non","Acyclovir",10,"media","a9",536367,676.387451171875,10324.55078125,79315.8359375,31127.451171875,62733.60546875,14165.5087890625
"Acyclovir_30_cells_b10","Non","Acyclovir",30,"cells","b10",500793.5625,613.251647949219,29591.30859375,75043.984375,19019.68359375,58786.09375,10280.7626953125
"Acyclovir_3_cells_d8","Non","Acyclovir",3,"cells","d8",525988.5,999.23681640625,28329.744140625,79850.6015625,19621.248046875,59397.359375,12298.9482421875
"Acyclovir_10_cells_c9","Non","Acyclovir",10,"cells","c9",505780.625,848.997131347656,30346.39453125,86625.6875,20026.806640625,65158.74609375,12288.3828125
"Acyclovir_1_media_a7","Non","Acyclovir",1,"media","a7",551316.0625,833.520080566406,9940.5576171875,75148.953125,18180.818359375,62594.37109375,13414.095703125
"Acyclovir_30_media_a10","Non","Acyclovir",30,"media","a10",517211.3125,681.132385253906,10874.90625,80338.515625,22784.255859375,62682.08984375,14210.873046875
"Acyclovir_100_cells_b11","Non","Acyclovir",100,"cells","b11",514079.875,2211.07421875,35007.6328125,75751.484375,21634.552734375,59926.90234375,11309.06640625
"Acyclovir_10_cells_d9","Non","Acyclovir",10,"cells","d9",484313.03125,1125.73193359375,30665.892578125,79448.578125,17976.107421875,58964.59765625,11646.0537109375
"Acyclovir_0.3_cells_c6","Non","Acyclovir",0.3,"cells","c6",507745.09375,10344.09765625,31309.8046875,84130.3515625,22710.1953125,64634.859375,15098.5361328125
"Acyclovir_1_cells_b7","Non","Acyclovir",1,"cells","b7",466526.9375,1604.52661132812,30044.287109375,77874.1875,18950.15234375,64091.91015625,11915.4013671875
"Acyclovir_0.3_cells_d6","Non","Acyclovir",0.3,"cells","d6",555311.5625,2194.22875976562,26221.263671875,70841.0859375,17899.83203125,62769.40625,10214.427734375
"Acyclovir_0.03_media_a4","Non","Acyclovir",0.03,"media","a4",552514.8125,880.174072265625,10002.3251953125,89615.2109375,22644.802734375,70214.4296875,16392.03125
"Acyclovir_100_media_a11","Non","Acyclovir",100,"media","a11",546575.375,906.061340332031,12546.9326171875,70469.8828125,31617.267578125,67456.015625,12417.552734375
"Acyclovir_0.03_cells_b4","Non","Acyclovir",0.03,"cells","b4",535437.9375,12281.5849609375,30068.412109375,86532.4375,22162.51953125,70396.2109375,15942.57421875
"Acyclovir_100_cells_c11","Non","Acyclovir",100,"cells","c11",523118.96875,1256.33227539062,34822.6875,76387.71875,20669.0390625,59169.78125,14783.947265625
"Acyclovir_0.1_media_a5","Non","Acyclovir",0.1,"media","a5",588817.125,920.238342285156,10531.880859375,83952.4296875,23539.234375,67733.15625,15107.892578125
"Acyclovir_30_cells_d10","Non","Acyclovir",30,"cells","d10",526429.5,779.614440917969,31880.271484375,78016.1484375,19917.513671875,58769.5234375,11857.5791015625
"Acyclovir_0.3_media_a6","Non","Acyclovir",0.3,"media","a6",560275.75,2828.43627929688,5385.7236328125,75417.171875,17627.171875,66033.453125,11945.8017578125
"Acyclovir_0.1_cells_c5","Non","Acyclovir",0.1,"cells","c5",554808.375,12273.529296875,31952.126953125,81108.484375,24840.79296875,62888.05078125,14637.7294921875
"Acyclovir_0.3_cells_b6","Non","Acyclovir",0.3,"cells","b6",526900.9375,2823.01440429688,27700.818359375,74308.3671875,18868.626953125,62574.8515625,11682.3095703125
"Acyclovir_30_cells_c10","Non","Acyclovir",30,"cells","c10",519054.1875,887.329772949219,29354.45703125,75540.34375,15925.2177734375,58959.15625,11102.857421875
"Acyclovir_0.03_cells_d4","Non","Acyclovir",0.03,"cells","d4",510478.0625,12354.96875,29310.525390625,84932.4140625,21167.697265625,69320.3046875,14142.3974609375
"Acyclovir_0.1_cells_b5","Non","Acyclovir",0.1,"cells","b5",556804.9375,11520.8583984375,31533.275390625,81713.0703125,23985.900390625,62295.28515625,14272.5537109375
"Acyclovir_100_cells_d11","Non","Acyclovir",100,"cells","d11",551091.75,887.010009765625,35281.3515625,73779.2578125,19634.177734375,65384.57421875,11676.8408203125
"Amiodarone_0.3_cells_e6","Cardiotoxic","Amiodarone",0.3,"cells","e6",517160,11868.1484375,29075.279296875,81488.078125,26343.03515625,63741.8046875,13190.2236328125
"Amiodarone_0.03_cells_g4","Cardiotoxic","Amiodarone",0.03,"cells","g4",473473.15625,10265.4833984375,30289.7109375,83141.875,17963.01953125,67284.2421875,12487.7568359375
"Amiodarone_3_cells_g8","Cardiotoxic","Amiodarone",3,"cells","g8",306592.375,4201.12548828125,26316.044921875,76240.7109375,97404.25,63367.30078125,16274.7041015625
"Amiodarone_0.3_cells_g6","Cardiotoxic","Amiodarone",0.3,"cells","g6",459659.3125,9363.2236328125,28384.7109375,86859.1015625,20240.095703125,62010.98046875,12953.3671875
"Amiodarone_0.1_media_h5","Cardiotoxic","Amiodarone",0.1,"media","h5",587000.125,337.064880371094,11328.7060546875,69031.6484375,16248.384765625,64354.28515625,10528.912109375
"Amiodarone_3_cells_f8","Cardiotoxic","Amiodarone",3,"cells","f8",313355.875,6998.98486328125,29954.2578125,81003.703125,104633.421875,61714.53515625,14574.8564453125
"Amiodarone_10_media_h9","Cardiotoxic","Amiodarone",10,"media","h9",514799.71875,635.410827636719,9975.8095703125,79022.0859375,19161.083984375,62056.87109375,12929.96484375
"Amiodarone_30_cells_e10","Cardiotoxic","Amiodarone",30,"cells","e10",1221674.375,3791.4951171875,14998.91796875,78978.75,170141.4375,62306.6328125,17376.447265625
"Amiodarone_1_cells_g7","Cardiotoxic","Amiodarone",1,"cells","g7",429495.875,11235.1767578125,29975.7265625,80467.0078125,34163.78125,60500.9375,12110.076171875
"Amiodarone_30_cells_g10","Cardiotoxic","Amiodarone",30,"cells","g10",826965.375,3054.68579101562,17364.345703125,81534.4765625,144864.546875,62240.171875,16049.1318359375
"Amiodarone_0.1_cells_f5","Cardiotoxic","Amiodarone",0.1,"cells","f5",548062.25,8588.263671875,30750.712890625,83763.8671875,24430.14453125,62590.31640625,15004.78125
"Amiodarone_0.03_media_h4","Cardiotoxic","Amiodarone",0.03,"media","h4",510011,712.136169433594,10516.955078125,88958.625,17929.65234375,66149.578125,13743.1572265625
"Amiodarone_0.1_cells_g5","Cardiotoxic","Amiodarone",0.1,"cells","g5",501485.0625,8879.33984375,27843.146484375,84855.9296875,19254.34765625,65250.0390625,12628.09375
"Amiodarone_0.3_media_h6","Cardiotoxic","Amiodarone",0.3,"media","h6",530077.25,504.646331787109,10167.3154296875,82344.3359375,18160.1171875,62369.34375,12162.3017578125
"Amiodarone_10_cells_g9","Cardiotoxic","Amiodarone",10,"cells","g9",131027.7890625,6276.89990234375,26941.509765625,80260.3828125,189202.828125,64112.10546875,18174.330078125
"Amiodarone_1_cells_e7","Cardiotoxic","Amiodarone",1,"cells","e7",459585.9375,12487.47265625,28742.873046875,77587.9765625,40526.3515625,61997.546875,13048.1572265625
"Amiodarone_100_media_h11","Cardiotoxic","Amiodarone",100,"media","h11",588256.375,509.463806152344,10830.53125,69739.5390625,17720.630859375,66387.1484375,10927.361328125
"Amiodarone_1_cells_f7","Cardiotoxic","Amiodarone",1,"cells","f7",492392,8705.0126953125,25967.26171875,74538.375,38631.6328125,63926.9375,12781.1064453125
"Amiodarone_100_cells_g11","Cardiotoxic","Amiodarone",100,"cells","g11",866579.8125,616.1279296875,12174.2216796875,75635.6484375,17786.68359375,62412.63671875,10820.43359375
"Amiodarone_10_cells_f9","Cardiotoxic","Amiodarone",10,"cells","f9",161954.59375,6873.83203125,25019.931640625,82414.765625,210293.0625,62120.6875,17667.52734375
"Amiodarone_0.1_cells_e5","Cardiotoxic","Amiodarone",0.1,"cells","e5",543415.625,8740.12109375,29344.140625,82009.4140625,26723.65625,64380.421875,12110.41015625
"Amiodarone_30_media_h10","Cardiotoxic","Amiodarone",30,"media","h10",493089.34375,543.538452148438,10647.4501953125,81120.6484375,17892.689453125,60453.75,12041.529296875
"Amiodarone_0.3_cells_f6","Cardiotoxic","Amiodarone",0.3,"cells","f6",503561.96875,9967.3984375,27873.32421875,80072.171875,24748.306640625,62222.7421875,12840.568359375
"Amiodarone_1_media_h7","Cardiotoxic","Amiodarone",1,"media","h7",505344.3125,636.146667480469,11171.521484375,76621.265625,19295.458984375,61166.28515625,11987.5849609375
"Amiodarone_10_cells_e9","Cardiotoxic","Amiodarone",10,"cells","e9",165873.265625,5152.57958984375,26511.576171875,78447.6484375,199491.578125,58867.98828125,19075.3359375
"Amiodarone_3_cells_e8","Cardiotoxic","Amiodarone",3,"cells","e8",279377.3125,8780.08203125,27721.4140625,78787.9296875,104049.7421875,64387.73046875,16842.11328125
"Amiodarone_3_media_h8","Cardiotoxic","Amiodarone",3,"media","h8",553009.75,501.782012939453,10891.06640625,76795.5390625,19624.4765625,65064.76171875,11876.9189453125
"Amiodarone_0.03_cells_e4","Cardiotoxic","Amiodarone",0.03,"cells","e4",549251,9758.4306640625,28018.00390625,81352.359375,20816.900390625,66072.125,15198.9794921875
"Amiodarone_0.03_cells_f4","Cardiotoxic","Amiodarone",0.03,"cells","f4",524961.75,3755.35815429688,25484.59765625,66827.5859375,13813.16015625,64266.3984375,10067.2451171875
"Amitriptyline_0.1_media_a5","Cardiotoxic","Amitriptyline",0.1,"media","a5",507508.125,906.617553710938,8640.341796875,84583.2109375,22740.65234375,66162.703125,15472.30859375
"Amitriptyline_10_cells_c9","Cardiotoxic","Amitriptyline",10,"cells","c9",182596.875,9090.35546875,23332.75390625,87706.28125,203341.1875,71103.6484375,19340.462890625
"Amitriptyline_10_cells_d9","Cardiotoxic","Amitriptyline",10,"cells","d9",182487.828125,10086.05078125,22262.033203125,82416.4375,185497.453125,68142.8671875,18660.291015625
"Amitriptyline_3_media_a8","Cardiotoxic","Amitriptyline",3,"media","a8",532917.25,757.159118652344,9353.759765625,88525.546875,24789.6171875,67973.796875,15794.8994140625
"Amitriptyline_3_cells_c8","Cardiotoxic","Amitriptyline",3,"cells","c8",395187,18646.654296875,27129.419921875,85254.203125,136426.578125,70047.453125,19176.705078125
"Amitriptyline_0.03_cells_b4","Cardiotoxic","Amitriptyline",0.03,"cells","b4",450980.59375,9773.3095703125,27607.46484375,80939.8984375,19876.66015625,59468.15234375,11944.97265625
"Amitriptyline_100_media_a11","Cardiotoxic","Amitriptyline",100,"media","a11",501819.21875,926.078125,9402.3583984375,83038.015625,15684.9716796875,43751.41796875,9839.9931640625
"Amitriptyline_0.03_media_a4","Cardiotoxic","Amitriptyline",0.03,"media","a4",495747,844.868225097656,9572.9521484375,83813.78125,24537.005859375,62857.84765625,14405.7763671875
"Amitriptyline_30_cells_d10","Cardiotoxic","Amitriptyline",30,"cells","d10",716788.9375,3748.37158203125,12665.6962890625,80569.65625,188542.609375,65302.0390625,19473.0078125
"Amitriptyline_100_cells_b11","Cardiotoxic","Amitriptyline",100,"cells","b11",969834.625,1237.37060546875,11404.6611328125,82946.4609375,22020.810546875,68914.7109375,14173.5634765625
"Amitriptyline_3_cells_d8","Cardiotoxic","Amitriptyline",3,"cells","d8",413913.84375,18137.95703125,24751.3203125,84813.7265625,137555.109375,68355.4453125,19554.625
"Amitriptyline_10_media_a9","Cardiotoxic","Amitriptyline",10,"media","a9",565506.3125,1045.26672363281,9679.990234375,89978.71875,23165.69921875,65529.53515625,14302.4951171875
"Amitriptyline_0.03_cells_d4","Cardiotoxic","Amitriptyline",0.03,"cells","d4",503378.25,18523.3515625,27918.54296875,81118.9453125,32092.134765625,64789.0625,14057.7607421875
"Amitriptyline_100_cells_c11","Cardiotoxic","Amitriptyline",100,"cells","c11",1085905.875,1187.1923828125,10951.4306640625,82792.1171875,23928,62316.68359375,13920.431640625
"Amitriptyline_0.3_cells_d6","Cardiotoxic","Amitriptyline",0.3,"cells","d6",494931.90625,19586.87109375,26710.556640625,83842.4296875,24899.69140625,62214.14453125,14307.1376953125
"Amitriptyline_100_cells_d11","Cardiotoxic","Amitriptyline",100,"cells","d11",1065714,971.779052734375,10275.3310546875,81912.328125,24201.77734375,63727.4140625,14873.7744140625
"Amitriptyline_3_cells_b8","Cardiotoxic","Amitriptyline",3,"cells","b8",372148.03125,16313.2177734375,26258.76171875,91721.6015625,124025.6875,70276.921875,17886.95703125
"Amitriptyline_1_cells_c7","Cardiotoxic","Amitriptyline",1,"cells","c7",510995.65625,23258.546875,26418.64453125,82991.1328125,35976.00390625,62901.25,15275.21484375
"Amitriptyline_30_media_a10","Cardiotoxic","Amitriptyline",30,"media","a10",539655,1015.93609619141,9716.7900390625,87379.4921875,21214.3359375,63491.5,14275.8798828125
"Amitriptyline_0.1_cells_c5","Cardiotoxic","Amitriptyline",0.1,"cells","c5",506725.84375,18599.943359375,26557.658203125,83154.90625,22384.775390625,62215.81640625,14530.7783203125
"Amitriptyline_0.3_media_a6","Cardiotoxic","Amitriptyline",0.3,"media","a6",548892.125,781.212646484375,9242.7080078125,84229.5390625,18755.595703125,56284.3671875,12971.447265625
"Amitriptyline_0.1_cells_b5","Cardiotoxic","Amitriptyline",0.1,"cells","b5",451154.4375,18543.369140625,25627.478515625,87113.6328125,25400.51171875,60396.5703125,13373.3896484375
"Amitriptyline_0.3_cells_b6","Cardiotoxic","Amitriptyline",0.3,"cells","b6",443844.125,17390.40234375,26298.6015625,84442.9765625,22568.10546875,59659.625,13520.6875
"Amitriptyline_1_cells_d7","Cardiotoxic","Amitriptyline",1,"cells","d7",501210.28125,25198.921875,28151.1953125,80590.765625,38094.51953125,62137.0859375,14887.1787109375
"Amitriptyline_1_media_a7","Cardiotoxic","Amitriptyline",1,"media","a7",518933.3125,858.130310058594,8888.04296875,81670.3515625,22941.564453125,62931.95703125,14362.3349609375
"Amitriptyline_1_cells_b7","Cardiotoxic","Amitriptyline",1,"cells","b7",459482.15625,18784.47265625,27595.44140625,84927.09375,34441.12109375,62644.04296875,14610.8896484375
"Amitriptyline_0.3_cells_c6","Cardiotoxic","Amitriptyline",0.3,"cells","c6",517975.125,22151.99609375,27199.46875,81299.9609375,27089.349609375,61352.83984375,12857.08203125
"Amoxicillin_3_media_h8","Non","Amoxicillin",3,"media","h8",471214.6875,838.769470214844,8590.1630859375,86876.265625,14826.966796875,63595.7734375,11810.0341796875
"Amoxicillin_10_cells_g9","Non","Amoxicillin",10,"cells","g9",463864.40625,16620.5390625,26523.77734375,89461.0625,19796.29296875,58865.87890625,11252.03515625
"Amoxicillin_10_media_h9","Non","Amoxicillin",10,"media","h9",460272.5,991.807495117188,8097.4482421875,85726.828125,13826.9248046875,59878.46875,10873.685546875
"Amoxicillin_3_cells_e8","Non","Amoxicillin",3,"cells","e8",516909.09375,19336.27734375,26439.158203125,83471.4921875,23781.76953125,66371.1796875,14392.208984375
"Amoxicillin_100_media_h11","Non","Amoxicillin",100,"media","h11",460569.4375,867.890747070312,7887.0283203125,86844.2109375,16196.849609375,62391.04296875,13841.431640625
"Amoxicillin_10_cells_e9","Non","Amoxicillin",10,"cells","e9",523015.3125,25504.423828125,27695.943359375,81259.015625,20821.462890625,61562.27734375,14872.541015625
"Amoxicillin_1_media_h7","Non","Amoxicillin",1,"media","h7",444782.875,1074.47375488281,8895.4130859375,87018.6953125,12725.5703125,60506.7265625,12259.970703125
"Amoxicillin_0.3_cells_f6","Non","Amoxicillin",0.3,"cells","f6",488459.1875,21251.0234375,24284.943359375,81474.3671875,21097.47265625,60984.81640625,12895.818359375
"Amoxicillin_3_cells_f8","Non","Amoxicillin",3,"cells","f8",484701.34375,22015.33984375,25846.900390625,80551.1484375,23979.265625,64027.3671875,13473.4736328125
"Amoxicillin_0.03_cells_f4","Non","Amoxicillin",0.03,"cells","f4",473270.03125,14535.87890625,27557.6484375,78952.46875,21565.79296875,54900.0234375,12486.3955078125
"Amoxicillin_0.1_cells_f5","Non","Amoxicillin",0.1,"cells","f5",467850.34375,20680.625,27383.84765625,77610.703125,21307.056640625,60829.546875,13383.109375
"Amoxicillin_30_media_h10","Non","Amoxicillin",30,"media","h10",480766.125,731.690002441406,8787.5244140625,85982.921875,14558.751953125,60373.828125,11330.1181640625
"Amoxicillin_30_cells_e10","Non","Amoxicillin",30,"cells","e10",553811.125,14123.630859375,25798.087890625,80991.8125,20378.318359375,64132.5,14984.2158203125
"Amoxicillin_100_cells_f11","Non","Amoxicillin",100,"cells","f11",486439,20619.021484375,26897.447265625,83155.3125,22875.66796875,64434.24609375,17346.166015625
"Amoxicillin_100_cells_g11","Non","Amoxicillin",100,"cells","g11",599410.8125,21140.3671875,23679.4765625,81366.9375,19501.2421875,61032.16015625,11133.28125
"Amoxicillin_30_cells_g10","Non","Amoxicillin",30,"cells","g10",423238.65625,16703.47265625,23734.064453125,82822.3984375,19869.10546875,57772.6015625,11934.6650390625
"Amoxicillin_100_cells_e11","Non","Amoxicillin",100,"cells","e11",543173.1875,21079.28125,27846.3515625,80928.0859375,28222.865234375,65748.3828125,14411.0791015625
"Amoxicillin_30_cells_f10","Non","Amoxicillin",30,"cells","f10",499889.125,13788.802734375,29364.298828125,81261.4609375,23989.76171875,66041.53125,13543.70703125
"Amoxicillin_10_cells_f9","Non","Amoxicillin",10,"cells","f9",490328.4375,23626.630859375,27887.564453125,80576.921875,24252.955078125,61358.90625,16437.0703125
